"subject","e.type","group","boxnum","edate","weight","file name","fr","active","inactive","reward","beam1","beam2","beam3","beam4","latency to first active","latency to first inactive","act0-600","act600-1200","act1200-1800","act1800-2400","act2400-3000","act3000-3600","act3600-4200","act4200-4800","act4800-5400","act5400-6000","act6000-6600","act6600-7200","act7200-7800","act7800-8400","act8400-9000","act9000-9600","act9600-10200","act10200-10800","inact0-600","inact600-1200","inact1200-1800","inact1800-2400","inact2400-3000","inact3000-3600","inact3600-4200","inact4200-4800","inact4800-5400","inact5400-6000","inact6000-6600","inact6600-7200","inact7200-7800","inact7800-8400","inact8400-9000","inact9000-9600","inact9600-10200","inact10200-10800","rew0-600","rew600-1200","rew1200-1800","rew1800-2400","rew2400-3000","rew3000-3600","rew3600-4200","rew4200-4800","rew4800-5400","rew5400-6000","rew6000-6600","rew6600-7200","rew7200-7800","rew7800-8400","rew8400-9000","rew9000-9600","rew9600-10200","rew10200-10800","comments"
"8","heroinSA","heroin","Box8","02-09-22","272","heroinSA_FR5_roomE_20220209","10","312","9","31","187513","159551","154185","312","65.49","65.49","66","16","29","29","9","7","20","9","9","24","2","21","10","26","4","12","19","0","72","17","29","32","11","7","21","9","9","24","2","21","14","26","5","14","26","0","66","16","29","29","9","7","20","9","9","24","2","21","10","26","4","12","19","0","\Box8_Comments:"
"9","heroinSA","heroin","Box9","02-09-22","293","heroinSA_FR5_roomE_20220209","10","401","58","40","312942","124705","24337","401","8.61","8.61","44","40","26","20","20","25","8","17","30","20","20","23","27","13","27","10","19","12","74","45","29","22","20","27","9","17","47","20","20","23","28","21","56","26","27","14","44","40","26","20","20","25","8","17","30","20","20","23","27","13","27","10","19","12","\Box9_Comments:"
"10","heroinSA","saline","Box10","02-09-22","296","heroinSA_FR5_roomE_20220209","10","48","20","4","190982","197245","93694","48","6.69","6.69","7","14","0","1","0","3","5","0","2","4","0","2","0","1","0","0","6","3","15","36","2","1","0","3","7","0","6","4","0","2","0","1","0","0","8","3","7","14","0","1","0","3","5","0","2","4","0","2","0","1","0","0","6","3","\Box10_Comments:"
"11","heroinSA","saline","Box11","02-09-22","303","heroinSA_FR5_roomE_20220209","10","36","3","3","0","0","0","36","24.95","24.95","22","0","0","0","3","0","7","1","0","0","1","0","1","0","0","0","0","1","24","0","4","0","3","0","7","1","0","0","1","0","1","0","0","0","0","1","22","0","0","0","3","0","7","1","0","0","1","0","1","0","0","0","0","1","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-09-22","285","heroinSA_FR5_roomE_20220209","10","17","0","1","0","0","0","17","1745.85","1745.85","0","0","3","3","0","0","0","0","1","0","1","5","0","0","2","1","0","1","0","0","3","3","0","0","0","0","1","0","1","5","0","0","2","1","0","1","0","0","3","3","0","0","0","0","1","0","1","5","0","0","2","1","0","1","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-09-22","284","heroinSA_FR5_roomE_20220209","10","29","5","2","0","0","0","29","1.72","1.72","1","0","0","3","9","0","0","3","0","0","0","3","2","4","1","0","2","1","5","0","0","3","11","0","0","3","0","0","0","3","2","4","1","0","2","5","1","0","0","3","9","0","0","3","0","0","0","3","2","4","1","0","2","1","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-09-22","293","heroinSA_FR5_roomE_20220209","10","14","4","1","0","0","0","14","10.66","10.66","1","1","1","0","0","0","0","4","1","0","0","0","0","0","0","0","6","0","1","1","1","0","0","0","4","4","1","0","0","0","0","0","0","0","10","0","1","1","1","0","0","0","0","4","1","0","0","0","0","0","0","0","6","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-09-22","282","heroinSA_FR5_roomE_20220209","10","5","1","0","0","0","0","5","350.5","350.5","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-10-22","274","heroinSA_FR5_roomE_20220210","10","256","16","25","224115","238515","85140","256","11.51","11.51","24","6","20","20","1","29","0","9","16","16","69","20","4","16","2","0","1","3","34","6","20","24","1","30","0","9","19","17","73","36","4","16","2","0","1","3","24","6","20","20","1","29","0","9","16","16","69","20","4","16","2","0","1","3","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-10-22","295","heroinSA_FR5_roomE_20220210","10","660","2","66","287885","81188","11687","660","18.99","18.99","80","40","10","40","60","0","40","53","7","50","40","20","63","7","50","17","43","40","93","41","10","47","61","0","40","53","7","50","41","21","63","7","50","18","45","40","80","40","10","40","60","0","40","53","7","50","40","20","63","7","50","17","43","40","\Box2_Comments:"
"3","heroinSA","heroin","Box3","02-10-22","278","heroinSA_FR5_roomE_20220210","10","300","3","30","307572","214452","32066","300","15.89","15.89","60","0","30","0","40","0","40","0","0","30","0","20","20","0","40","0","0","20","69","0","30","0","40","0","41","0","0","30","0","20","20","0","41","0","0","20","60","0","30","0","40","0","40","0","0","30","0","20","20","0","40","0","0","20","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-10-22","268","heroinSA_FR5_roomE_20220210","10","171","5","17","160349","68942","28810","171","29.95","29.95","40","1","0","10","9","17","0","3","19","3","8","10","6","14","2","8","9","12","44","1","0","10","9","17","0","3","19","5","8","10","6","14","2","8","11","14","40","1","0","10","9","17","0","3","19","3","8","10","6","14","2","8","9","12","\Box4_Comments:"
"5","heroinSA","heroin","Box5","02-10-22","290","heroinSA_FR5_roomE_20220210","10","330","16","33","222771","130183","92081","330","45.22","45.22","58","21","3","32","6","21","19","10","10","20","10","10","30","20","10","10","18","22","69","27","5","32","6","21","19","10","10","20","10","11","37","21","10","10","26","22","58","21","3","32","6","21","19","10","10","20","10","10","30","20","10","10","18","22","\Box5_Comments:"
"6","heroinSA","heroin","Box6","02-10-22","280","heroinSA_FR5_roomE_20220210","10","277","19","27","256807","116987","48015","277","32.93","32.93","40","18","13","12","17","12","8","10","12","14","14","10","25","15","10","12","11","24","45","18","15","12","21","12","10","12","14","20","20","18","26","16","10","12","11","26","40","18","13","12","17","12","8","10","12","14","14","10","25","15","10","12","11","24","\Box6_Comments:"
"7","heroinSA","heroin","Box7","02-10-22","302","heroinSA_FR5_roomE_20220210","10","430","3","43","234684","52138","14873","430","57.69","45.8","50","30","30","24","26","10","20","30","10","13","17","30","20","20","20","20","30","30","53","30","30","24","26","10","20","32","10","13","17","30","22","20","21","20","30","30","50","30","30","24","26","10","20","30","10","13","17","30","20","20","20","20","30","30","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-10-22","279","heroinSA_FR5_roomE_20220210","10","279","0","27","242233","213014","97778","279","93.75","93.75","57","24","0","22","0","42","0","0","16","10","30","0","19","0","11","29","0","19","60","24","0","23","0","45","0","0","17","10","31","0","19","0","12","29","0","21","57","24","0","22","0","42","0","0","16","10","30","0","19","0","11","29","0","19","\Box8_Comments:"
"9","heroinSA","heroin","Box9","02-10-22","291","heroinSA_FR5_roomE_20220210","10","322","60","32","304972","163019","25933","322","23.19","23.19","37","23","24","16","13","20","11","16","13","17","18","12","20","20","17","10","14","21","63","27","36","18","17","20","17","20","15","20","34","18","24","24","29","14","17","31","37","23","24","16","13","20","11","16","13","17","18","12","20","20","17","10","14","21","\Box9_Comments:"
"10","heroinSA","saline","Box10","02-10-22","292","heroinSA_FR5_roomE_20220210","10","30","11","3","121021","196722","164359","30","8.11","3.39","7","4","0","4","0","0","3","0","0","0","1","3","2","0","1","1","2","2","15","6","0","4","0","0","5","0","0","0","1","9","6","0","1","1","2","2","7","4","0","4","0","0","3","0","0","0","1","3","2","0","1","1","2","2","\Box10_Comments:"
"11","heroinSA","saline","Box11","02-10-22","304","heroinSA_FR5_roomE_20220210","10","16","3","1","0","0","0","16","59.66","59.66","11","0","1","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","13","0","1","2","0","0","1","4","0","0","0","0","0","1","0","0","0","0","11","0","1","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-10-22","288","heroinSA_FR5_roomE_20220210","10","11","3","1","0","0","0","11","239.79","239.79","1","1","0","1","0","0","2","1","0","0","0","0","0","0","2","2","0","1","1","1","0","1","0","0","2","1","0","2","0","0","0","0","4","2","2","1","1","1","0","1","0","0","2","1","0","0","0","0","0","0","2","2","0","1","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-10-22","287","heroinSA_FR5_roomE_20220210","10","41","2","4","0","0","0","41","46.89","46.89","3","0","0","9","3","4","0","0","3","7","1","0","1","2","5","2","1","0","3","0","0","9","3","4","0","0","3","9","1","0","3","2","5","2","1","0","3","0","0","9","3","4","0","0","3","7","1","0","1","2","5","2","1","0","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-10-22","298","heroinSA_FR5_roomE_20220210","10","21","5","2","0","0","0","21","1.3","1.3","6","1","4","2","0","2","0","0","0","0","2","0","0","0","2","2","0","0","12","1","4","4","0","4","0","0","0","0","2","0","0","0","2","2","0","0","6","1","4","2","0","2","0","0","0","0","2","0","0","0","2","2","0","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-10-22","281","heroinSA_FR5_roomE_20220210","10","2","1","0","0","0","0","2","127.77","127.77","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-03-22","295","heroinSA_FR5_roomF_20220203","5","286","3","57","299227","46325","16044","286","104.92","47.11","8","24","30","27","4","10","7","20","15","15","15","15","18","12","14","14","17","21","12","26","30","27","4","10","7","20","15","15","15","15","18","13","14","14","17","21","8","24","30","27","4","10","7","20","15","15","15","15","18","12","14","14","17","21","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-03-22","284","heroinSA_FR5_roomF_20220203","5","420","6","84","213530","44222","41678","420","36.39","26.63","62","34","8","20","12","5","44","11","22","11","31","40","4","1","47","13","12","43","68","34","8","20","12","5","45","11","22","11","31","42","4","3","47","14","12","49","62","34","8","20","12","5","44","11","22","11","31","40","4","1","47","13","12","43","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-03-22","264","heroinSA_FR5_roomF_20220203","5","80","15","16","110453","99795","180089","80","256.26","256.26","5","4","5","6","4","1","8","6","2","5","4","5","5","5","3","5","7","0","9","8","5","7","4","4","14","6","2","5","6","7","5","5","3","10","13","0","5","4","5","6","4","1","8","6","2","5","4","5","5","5","3","5","7","0","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-03-22","256","heroinSA_FR5_roomF_20220203","5","120","3","24","249680","134390","35069","120","65.92","65.92","17","11","7","10","5","8","2","5","6","4","5","5","5","6","4","9","3","8","23","11","7","10","5","8","2","5","6","4","5","5","5","6","4","9","3","8","17","11","7","10","5","8","2","5","6","4","5","5","5","6","4","9","3","8","\Box4_Comments:"
"20","heroinSA","heroin","Box5","02-03-22","282","heroinSA_FR5_roomF_20220203","5","154","8","30","194401","394511","94678","154","20.62","20.62","15","2","14","2","7","11","15","11","8","10","9","13","8","0","8","6","9","6","20","2","26","2","7","11","15","11","8","10","9","13","8","0","8","6","9","6","15","2","14","2","7","11","15","11","8","10","9","13","8","0","8","6","9","6","\Box5_Comments:"
"21","heroinSA","heroin","Box6","02-03-22","266","heroinSA_FR5_roomF_20220203","5","367","18","73","279674","37808","20949","367","45.33","45.33","52","23","26","19","15","20","15","20","21","5","24","20","6","15","15","22","27","22","62","23","26","19","15","20","15","20","25","7","26","28","6","15","15","28","31","23","52","23","26","19","15","20","15","20","21","5","24","20","6","15","15","22","27","22","\Box6_Comments:"
"22","heroinSA","heroin","Box7","02-03-22","262","heroinSA_FR5_roomF_20220203","5","260","15","52","223712","178988","77486","260","19.11","16.56","35","10","18","16","6","13","15","2","30","17","11","12","0","26","4","18","14","13","50","10","19","17","6","13","15","2","32","17","11","14","0","29","4","24","25","13","35","10","18","16","6","13","15","2","30","17","11","12","0","26","4","18","14","13","\Box7_Comments:"
"23","heroinSA","saline","Box8","02-03-22","271","heroinSA_FR5_roomF_20220203","5","14","6","2","126650","62447","33294","14","229.74","8.6","2","3","5","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","8","9","5","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","5","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","02-03-22","257","heroinSA_FR5_roomF_20220203","5","8","10","1","215405","399597","25594","8","278.32","270.26","4","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","14","4","1","0","0","0","0","3","0","0","0","0","0","0","0","2","0","4","4","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","02-03-22","293","heroinSA_FR5_roomF_20220203","5","75","18","15","288222","187480","32785","75","60.11","4.84","12","3","5","5","6","4","4","1","4","1","5","5","3","2","5","1","7","2","18","5","5","9","6","4","6","1","4","7","7","5","13","2","5","1","7","6","12","3","5","5","6","4","4","1","4","1","5","5","3","2","5","1","7","2","\Box10_Comments:"
"26","heroinSA","saline","Box11","02-03-22","270","heroinSA_FR5_roomF_20220203","5","7","15","1","0","0","0","7","13.44","13.44","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","6","8","2","10","0","0","3","1","0","0","0","0","0","0","0","2","1","4","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","02-03-22","284","heroinSA_FR5_roomF_20220203","5","2","0","0","0","0","0","2","51.6","51.6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","02-03-22","296","heroinSA_FR5_roomF_20220203","5","40","23","8","0","0","0","40","171.82","171.82","5","11","0","3","5","1","10","0","0","0","0","0","0","0","0","0","3","2","9","15","0","25","5","1","24","0","0","0","0","0","0","0","0","2","3","2","5","11","0","3","5","1","10","0","0","0","0","0","0","0","0","0","3","2","\Box13_Comments:"
"29","heroinSA","saline","Box14","02-03-22","289","heroinSA_FR5_roomF_20220203","5","17","8","3","0","0","0","17","627.15","627.15","0","1","1","0","1","0","0","0","0","0","2","9","0","0","0","1","1","1","0","1","5","0","5","0","0","0","0","0","2","9","0","0","0","5","3","3","0","1","1","0","1","0","0","0","0","0","2","9","0","0","0","1","1","1","\Box14_Comments:"
"30","heroinSA","saline","Box15","02-03-22","281","heroinSA_FR5_roomF_20220203","5","48","17","9","0","0","0","48","391.47","275.34","1","0","21","12","0","0","0","9","1","0","1","0","0","0","0","0","3","0","19","0","21","16","6","0","0","9","1","0","1","0","0","0","0","0","9","0","1","0","21","12","0","0","0","9","1","0","1","0","0","0","0","0","3","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-04-22","291","heroinSA_FR5_roomF_20220204","5","295","12","59","293177","51366","28471","295","19.46","19.46","11","13","51","18","12","4","9","7","17","11","18","20","19","5","33","18","14","15","21","23","52","22","12","4","9","7","17","11","18","20","19","6","33","18","14","15","11","13","51","18","12","4","9","7","17","11","18","20","19","5","33","18","14","15","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-04-22","283","heroinSA_FR5_roomF_20220204","5","508","3","101","208347","34878","24552","508","21.88","21.88","65","19","26","13","20","37","60","20","0","25","26","15","14","40","5","55","43","25","74","19","26","13","20","39","60","22","0","26","26","15","14","42","5","57","43","27","65","19","26","13","20","37","60","20","0","25","26","15","14","40","5","55","43","25","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-04-22","272","heroinSA_FR5_roomF_20220204","5","100","15","20","102677","103038","178538","100","172.51","172.51","10","5","7","3","5","7","6","7","5","1","9","5","2","7","1","9","1","10","12","7","7","4","5","7","6","15","11","1","17","7","2","9","1","9","1","10","10","5","7","3","5","7","6","7","5","1","9","5","2","7","1","9","1","10","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-04-22","254","heroinSA_FR5_roomF_20220204","5","155","1","31","207354","163994","91693","155","5.18","5.18","20","15","10","10","9","6","10","5","5","5","10","10","5","10","0","10","5","10","22","15","10","10","9","6","10","5","5","5","10","10","5","10","0","10","5","10","20","15","10","10","9","6","10","5","5","5","10","10","5","10","0","10","5","10","\Box4_Comments:"
"20","heroinSA","heroin","Box5","02-04-22","278","heroinSA_FR5_roomF_20220204","5","250","1","50","207098","384874","66196","250","17.45","17.45","20","14","11","18","12","15","14","8","15","8","15","15","7","14","19","20","16","9","20","14","11","18","12","17","14","8","15","8","15","15","7","14","19","20","16","9","20","14","11","18","12","15","14","8","15","8","15","15","7","14","19","20","16","9","\Box5_Comments:"
"21","heroinSA","heroin","Box6","02-04-22","264","heroinSA_FR5_roomF_20220204","5","377","2","75","218665","15687","4455","377","15.75","15.75","44","35","18","10","19","19","16","14","15","16","14","15","10","20","26","35","26","25","49","35","18","10","19","19","16","14","15","16","14","15","10","20","26","35","28","25","44","35","18","10","19","19","16","14","15","16","14","15","10","20","26","35","26","25","\Box6_Comments:"
"22","heroinSA","heroin","Box7","02-04-22","262","heroinSA_FR5_roomF_20220204","5","225","18","45","224979","140516","62811","225","95.16","93.49","38","12","5","15","10","20","5","5","20","15","0","10","16","9","21","5","15","4","45","12","5","16","10","46","5","5","20","15","0","10","16","9","22","9","15","4","38","12","5","15","10","20","5","5","20","15","0","10","16","9","21","5","15","4","\Box7_Comments:"
"23","heroinSA","saline","Box8","02-04-22","279","heroinSA_FR5_roomF_20220204","5","13","13","2","113901","66277","40099","13","297.01","114.78","2","1","3","1","1","0","0","1","0","0","0","0","0","0","2","2","0","0","4","3","3","5","5","0","0","11","0","0","0","0","0","0","6","2","0","0","2","1","3","1","1","0","0","1","0","0","0","0","0","0","2","2","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","02-04-22","263","heroinSA_FR5_roomF_20220204","5","7","14","1","152698","390005","52098","7","1391.3","286.04","0","0","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","10","0","5","1","0","0","0","6","0","0","0","0","0","2","9","2","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","02-04-22","292","heroinSA_FR5_roomF_20220204","5","100","20","20","274294","241473","44956","100","165.33","130.47","15","15","5","5","5","5","5","5","2","5","3","5","5","5","5","5","5","0","25","15","11","5","7","5","5","23","2","7","3","5","5","5","5","5","7","0","15","15","5","5","5","5","5","5","2","5","3","5","5","5","5","5","5","0","\Box10_Comments:"
"26","heroinSA","saline","Box11","02-04-22","274","heroinSA_FR5_roomF_20220204","5","7","4","1","0","0","0","7","132.62","132.62","1","0","3","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","3","4","3","0","0","0","2","0","1","0","0","0","0","0","0","0","2","0","1","0","3","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","02-04-22","286","heroinSA_FR5_roomF_20220204","5","12","4","2","0","0","0","12","89.75","89.75","1","1","5","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","9","1","5","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","1","1","5","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","02-04-22","301","heroinSA_FR5_roomF_20220204","5","61","8","12","0","0","0","61","160.79","137.65","16","9","4","0","0","0","1","4","0","15","2","0","0","0","0","9","1","0","18","11","4","0","0","0","1","4","0","23","2","0","0","0","0","11","3","0","16","9","4","0","0","0","1","4","0","15","2","0","0","0","0","9","1","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","02-04-22","283","heroinSA_FR5_roomF_20220204","5","12","11","2","0","0","0","12","31.26","13.13","3","0","3","0","0","2","2","0","0","0","0","0","2","0","0","0","0","0","7","2","9","0","8","2","2","0","0","0","0","0","2","0","0","0","0","2","3","0","3","0","0","2","2","0","0","0","0","0","2","0","0","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","02-04-22","279","heroinSA_FR5_roomF_20220204","5","10","4","2","0","0","0","10","125.94","125.94","2","3","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","0","4","3","0","3","0","5","0","0","0","0","0","0","0","0","1","1","1","0","2","3","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-07-22","300","heroinSA_FR5_roomF_20220207","5","360","5","72","306277","35219","15758","360","28.15","22.62","32","14","10","6","20","17","13","20","28","35","25","11","22","7","28","32","25","15","42","14","11","6","22","18","13","20","28","36","26","11","22","7","28","33","26","15","32","14","10","6","20","17","13","20","28","35","25","11","22","7","28","32","25","15","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-07-22","277","heroinSA_FR5_roomF_20220207","5","625","5","125","232837","21586","10626","625","14.7","14.7","71","50","24","13","38","34","45","7","13","50","20","45","26","51","30","18","65","25","80","56","27","13","39","34","47","7","13","52","20","48","26","51","39","18","67","26","71","50","24","13","38","34","45","7","13","50","20","45","26","51","30","18","65","25","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-07-22","270","heroinSA_FR5_roomF_20220207","5","127","13","25","72571","57535","53376","127","59.77","59.77","10","12","8","10","5","10","5","5","6","9","5","5","9","1","5","10","5","7","16","13","8","10","5","14","5","7","12","11","7","6","10","2","6","10","6","13","10","12","8","10","5","10","5","5","6","9","5","5","9","1","5","10","5","7","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-07-22","251","heroinSA_FR5_roomF_20220207","5","175","8","35","236731","159365","68281","175","83.52","83.52","26","14","5","15","11","9","10","10","5","10","5","5","10","10","5","10","5","10","28","24","5","15","11","9","10","10","5","10","5","7","10","10","7","10","5","10","26","14","5","15","11","9","10","10","5","10","5","5","10","10","5","10","5","10","\Box4_Comments:"
"20","heroinSA","heroin","Box5","02-07-22","267","heroinSA_FR5_roomF_20220207","5","238","22","47","205188","383269","68356","238","42.86","12.88","20","17","13","15","11","14","13","20","8","9","15","20","7","17","11","13","11","4","65","18","14","15","11","14","13","20","8","9","15","21","7","17","11","13","11","4","20","17","13","15","11","14","13","20","8","9","15","20","7","17","11","13","11","4","\Box5_Comments:"
"21","heroinSA","heroin","Box6","02-07-22","280","heroinSA_FR5_roomF_20220207","5","329","14","65","332686","6128","2029","329","188.31","37.12","58","28","10","24","20","5","20","7","14","9","15","21","10","9","18","12","17","32","86","30","10","24","20","5","20","7","16","9","15","21","10","9","18","12","17","32","58","28","10","24","20","5","20","7","14","9","15","21","10","9","18","12","17","32","\Box6_Comments:"
"22","heroinSA","heroin","Box7","02-07-22","259","heroinSA_FR5_roomF_20220207","5","243","21","48","198752","132849","56195","243","118.35","87.14","35","14","16","15","1","9","0","24","0","12","15","14","25","2","17","27","4","13","64","14","19","15","1","9","0","25","0","12","15","16","26","2","19","28","14","13","35","14","16","15","1","9","0","24","0","12","15","14","25","2","17","27","4","13","\Box7_Comments:"
"23","heroinSA","saline","Box8","02-07-22","284","heroinSA_FR5_roomF_20220207","5","4","9","0","96044","38172","25577","4","38.34","38.34","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","10","0","3","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","02-07-22","261","heroinSA_FR5_roomF_20220207","5","18","7","3","205180","389489","50049","18","286.35","286.35","2","2","1","5","1","0","2","0","1","0","1","0","0","2","0","0","1","0","2","12","1","7","1","0","2","0","1","0","1","2","0","2","0","0","1","0","2","2","1","5","1","0","2","0","1","0","1","0","0","2","0","0","1","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","02-07-22","290","heroinSA_FR5_roomF_20220207","5","162","10","32","267624","194846","48249","162","15.07","15.07","15","5","9","1","20","0","0","17","9","11","5","9","15","6","4","14","13","9","25","5","13","1","21","0","0","17","9","12","10","9","15","6","4","14","13","11","15","5","9","1","20","0","0","17","9","11","5","9","15","6","4","14","13","9","\Box10_Comments:"
"26","heroinSA","saline","Box11","02-07-22","276","heroinSA_FR5_roomF_20220207","5","10","6","2","0","0","0","10","91.25","91.25","3","1","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","15","1","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","02-07-22","290","heroinSA_FR5_roomF_20220207","5","10","5","2","0","0","0","10","58.15","58.15","2","1","2","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","4","1","2","3","0","1","1","0","2","3","0","2","0","0","1","0","0","0","2","1","2","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","02-07-22","298","heroinSA_FR5_roomF_20220207","5","58","15","11","0","0","0","58","126.63","57.78","4","11","6","4","1","12","7","3","0","0","0","0","1","6","3","0","0","0","8","23","14","4","1","12","9","3","0","0","0","0","1","8","5","0","0","0","4","11","6","4","1","12","7","3","0","0","0","0","1","6","3","0","0","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","02-07-22","280","heroinSA_FR5_roomF_20220207","5","8","4","1","0","0","0","8","0.72","0.72","1","0","2","0","1","1","1","0","0","1","0","0","0","0","0","0","0","1","3","0","6","0","1","1","1","0","2","1","0","0","0","0","0","0","0","1","1","0","2","0","1","1","1","0","0","1","0","0","0","0","0","0","0","1","\Box14_Comments:"
"30","heroinSA","saline","Box15","02-07-22","281","heroinSA_FR5_roomF_20220207","5","24","8","4","0","0","0","24","11.43","11.43","9","2","3","1","3","0","1","2","0","0","0","0","0","0","0","0","1","2","9","6","3","1","5","0","3","4","0","0","0","0","0","0","0","0","3","6","9","2","3","1","3","0","1","2","0","0","0","0","0","0","0","0","1","2","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-08-22","305","heroinSA_FR5_roomF_20220208","5","311","4","62","293922","25318","17366","311","38.29","38.29","31","4","12","7","31","17","9","20","16","18","25","15","15","5","38","8","23","17","35","4","12","7","31","17","9","20","16","18","25","15","15","5","40","8","24","19","31","4","12","7","31","17","9","20","16","18","25","15","15","5","38","8","23","17","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-08-22","285","heroinSA_FR5_roomF_20220208","5","451","0","90","243978","54806","62092","451","46.77","46.77","61","15","24","20","15","18","17","30","20","11","14","21","59","20","60","25","0","21","66","15","24","20","15","18","22","31","20","11","14","21","62","21","61","25","0","21","61","15","24","20","15","18","17","30","20","11","14","21","59","20","60","25","0","21","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-08-22","279","heroinSA_FR5_roomF_20220208","5","120","4","24","78313","63206","70770","120","14.86","14.86","10","10","10","5","5","6","9","5","5","6","8","6","5","5","5","5","7","8","13","11","10","5","7","6","9","5","5","6","12","6","6","5","5","5","8","10","10","10","10","5","5","6","9","5","5","6","8","6","5","5","5","5","7","8","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-08-22","257","heroinSA_FR5_roomF_20220208","5","160","1","32","225217","185378","74366","160","88.58","88.58","30","5","10","10","10","5","5","10","5","10","10","5","10","5","5","10","7","8","31","5","10","10","10","5","5","10","5","10","10","5","10","5","5","12","7","8","30","5","10","10","10","5","5","10","5","10","10","5","10","5","5","10","7","8","\Box4_Comments:"
